"C02414V02915","Sector","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7385.67"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6064.16"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.33"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","68.65"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","7918.28"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6383.78"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.35"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","72.8"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8331.92"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6747.02"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.36"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","65.21"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8537.32"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6846.79"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.31"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","73.06"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8788.59"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","7467.37"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.3"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","79.84"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9545.63"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","7334.38"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.29"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","79.6"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9405.76"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","7434.91"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.29"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","78.58"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9485.4"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6746.02"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.21"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","81.39"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","8830.08"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","6894.83"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.17"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","86.09"
"810091","Services excluding domestic transport (NACE 50 - 55, 63 - 93)","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9064.25"
"NOSEC","Not attributable to any sector","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","84.4"
"NOSEC","Not attributable to any sector","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.4"
"NOSEC","Not attributable to any sector","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","206.5"
"NOSEC","Not attributable to any sector","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","86.2"
"NOSEC","Not attributable to any sector","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.4"
"NOSEC","Not attributable to any sector","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","203.7"
"NOSEC","Not attributable to any sector","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","86.9"
"NOSEC","Not attributable to any sector","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.4"
"NOSEC","Not attributable to any sector","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","201.3"
"NOSEC","Not attributable to any sector","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","87.3"
"NOSEC","Not attributable to any sector","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","0.44"
"NOSEC","Not attributable to any sector","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","0"
"NOSEC","Not attributable to any sector","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","222.1"
"NOSEC","Not attributable to any sector","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"NOSEC","Not attributable to any sector","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes",""
"NOSEC","Not attributable to any sector","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent",""
"RES","Residential","1994","1994","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","9713.3"
"RES","Residential","1994","1994","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1"
"RES","Residential","1994","1994","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.3"
"RES","Residential","1994","1994","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10096.6"
"RES","Residential","1995","1995","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","9594.1"
"RES","Residential","1995","1995","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1"
"RES","Residential","1995","1995","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.1"
"RES","Residential","1995","1995","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","9972.2"
"RES","Residential","1996","1996","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","9661.2"
"RES","Residential","1996","1996","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1"
"RES","Residential","1996","1996","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.3"
"RES","Residential","1996","1996","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10045.8"
"RES","Residential","1997","1997","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","9690.2"
"RES","Residential","1997","1997","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.02"
"RES","Residential","1997","1997","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.97"
"RES","Residential","1997","1997","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10068.1"
"RES","Residential","1998","1998","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10267.41"
"RES","Residential","1998","1998","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.25"
"RES","Residential","1998","1998","EAA01C3","Methane (CH4) Emissions","000 Tonnes","3.18"
"RES","Residential","1998","1998","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10722.17"
"RES","Residential","1999","1999","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10317.82"
"RES","Residential","1999","1999","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.31"
"RES","Residential","1999","1999","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.69"
"RES","Residential","1999","1999","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10779.21"
"RES","Residential","2000","2000","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10537.06"
"RES","Residential","2000","2000","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.28"
"RES","Residential","2000","2000","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.69"
"RES","Residential","2000","2000","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10990.47"
"RES","Residential","2001","2001","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11065.98"
"RES","Residential","2001","2001","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.33"
"RES","Residential","2001","2001","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.7"
"RES","Residential","2001","2001","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11535"
"RES","Residential","2002","2002","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10485.28"
"RES","Residential","2002","2002","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.2"
"RES","Residential","2002","2002","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.45"
"RES","Residential","2002","2002","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10909.82"
"RES","Residential","2003","2003","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10532.37"
"RES","Residential","2003","2003","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.09"
"RES","Residential","2003","2003","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.32"
"RES","Residential","2003","2003","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","10919.4"
"RES","Residential","2004","2004","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11087.43"
"RES","Residential","2004","2004","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.16"
"RES","Residential","2004","2004","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.4"
"RES","Residential","2004","2004","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11498.15"
"RES","Residential","2005","2005","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11179.84"
"RES","Residential","2005","2005","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.2"
"RES","Residential","2005","2005","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.44"
"RES","Residential","2005","2005","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11601.62"
"RES","Residential","2006","2006","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","11063.1"
"RES","Residential","2006","2006","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.16"
"RES","Residential","2006","2006","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.65"
"RES","Residential","2006","2006","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11478.08"
"RES","Residential","2007","2007","EAA01C1","Carbon Dioxide (CO2) Emissions","000 Tonnes","10712.07"
"RES","Residential","2007","2007","EAA01C2","Nitrous Oxide (N2O) Emissions","000 Tonnes","1.07"
"RES","Residential","2007","2007","EAA01C3","Methane (CH4) Emissions","000 Tonnes","2.19"
"RES","Residential","2007","2007","EAA01C4","All Greenhouse Gas Emissions","000 Tonnes CO2 equivalent","11090.93"
